56,31,81,62,100
81,31,93,81,56
81,31,75,43,56
0,6,25,12,25
31,56,56,56,25
70,66,76,89,84
50,62,62,37,81
43,56,93,56,87
61,73,71,58,71
81,62,81,56,25
36,93,58,73,86
16,17,17,16,10
43,25,50,75,62
0,0,0,0,0
75,56,62,37,56
75,12,75,87,25
65,70,68,57,72
68,56,56,50,68
78,50,60,68,65
43,12,43,50,43
0,0,0,0,0
75,50,75,50,31
5,4,6,0,0
100,56,93,81,56
75,37,68,87,100
10,8,8,5,2
46,80,73,53,72
62,75,50,50,37
75,75,75,50,50
75,100,81,100,93
87,75,100,81,68
68,12,50,31,31
63,75,63,68,48
93,62,62,93,68
58,93,61,65,78
87,75,62,81,81
37,87,62,87,81
43,68,56,56,43
81,87,81,75,37
6,0,0,0,0
75,50,68,75,87
25,25,18,12,6
87,81,87,50,37
75,62,56,62,50
81,68,75,68,37
87,81,87,50,37
73,53,50,58,73
10,8,10,6,6
66,73,77,81,74
81,56,100,68,31
75,37,56,62,68
75,75,62,87,50
70,61,74,70,61
0,0,0,0,0
0,0,0,0,0
93,87,68,62,75
75,45,56,65,56
43,50,62,37,25
75,75,68,62,31
93,87,75,87,100
66,48,58,53,46
0,0,0,0,0
63,56,56,65,65
50,25,50,18,6
43,18,81,75,37
93,87,43,56,56
93,56,75,62,6
46,77,74,65,68
87,62,62,75,75
43,56,81,81,56
87,56,75,75,43
5,4,0,0,0
50,50,87,75,62
87,25,75,87,81
62,62,43,87,68
37,50,87,87,100
68,68,62,68,56
87,43,56,25,18
61,46,78,56,61
50,68,43,56,12
68,68,75,75,62
100,87,87,93,81
68,37,81,62,62
65,56,58,61,53
55,60,58,66,71
75,63,58,56,50
65,73,81,80,76
75,62,87,56,81
25,12,50,25,37
87,75,56,68,6
0,0,0,0,0
66,48,61,60,60
0,0,0,0,0
28,38,33,41,38
46,78,50,71,88
37,12,56,50,87
18,37,37,56,37
93,93,87,87,50
60,61,65,61,70
87,12,56,81,93
87,75,75,93,75
63,76,60,51,61
75,37,62,50,50
62,43,75,81,81
31,37,75,68,62
0,0,0,0,0
0,0,0,0,0
48,75,68,70,78
56,65,58,73,73
65,53,58,63,56
55,85,58,61,75
0,0,0,0,0
62,25,37,43,6
5,4,5,2,0
70,57,72,73,85
62,43,62,68,43
0,0,0,0,0
46,60,76,69,65
68,25,68,75,68
68,45,64,52,54
73,55,51,50,46
100,43,93,87,68
76,50,80,58,61
0,43,31,56,25
93,93,87,87,31
80,68,77,68,80
38,76,78,75,76
31,25,31,12,18
5,4,0,0,0
81,52,73,50,70
56,56,93,75,25
62,56,81,62,75
0,0,0,0,0
93,68,75,81,62
93,93,87,100,100
87,25,31,50,50
81,37,75,62,75
62,25,81,68,56
80,76,78,80,57
81,87,68,31,31
50,56,100,56,81
3,0,0,0,0
0,0,0,0,0
66,58,73,68,66
75,62,75,100,37
100,31,62,87,0
13,5,5,5,6
62,18,81,75,43
75,62,87,31,56
0,0,0,0,0
93,50,75,87,0
41,63,58,70,65
56,56,87,56,62
45,57,73,80,72
50,62,87,75,43
0,0,0,0,0
61,65,58,50,51
100,87,62,50,50
37,43,68,25,68
87,43,50,43,25
50,25,81,93,50
43,87,62,81,68
68,62,87,56,25
62,72,90,70,66
100,68,100,62,25
0,0,0,0,0
81,68,75,87,50
75,73,58,61,73
75,56,87,43,43
0,0,0,0,0
61,71,78,65,56
82,49,73,45,58
68,62,62,81,56
25,62,87,62,87
75,81,87,93,81
68,31,62,93,31
0,0,0,0,0
31,56,100,50,87
50,81,62,68,81
62,6,68,75,68
51,75,63,63,75
80,63,71,60,53
61,61,93,73,55
25,0,12,6,6
87,68,81,81,37
69,65,62,68,66
31,43,43,18,6
68,65,68,58,70
94,45,56,52,48
50,25,62,56,62
60,53,61,63,48
68,73,86,66,77
87,68,87,75,50
56,18,31,81,25
5,6,5,5,0
50,63,71,71,58
5,0,0,0,0
87,18,68,37,25
12,12,12,0,6
68,81,100,68,75
81,62,62,87,43
68,65,64,70,61
12,6,0,0,0
62,62,56,50,56
55,55,58,48,61
62,0,50,12,62
68,43,50,81,43
56,75,93,50,81
20,16,13,11,15
80,82,77,54,44
87,100,100,87,100
81,81,87,62,81
81,81,87,62,81
87,87,75,62,87
66,63,58,61,71
75,25,37,18,6
50,0,43,37,50
66,68,78,61,70
66,68,78,61,70
0,0,0,0,0
68,50,62,68,62
15,6,10,13,11
65,38,82,74,50
50,73,60,61,81
75,12,25,37,87
0,0,0,0,0
37,18,43,43,37
50,75,100,81,56
93,75,50,56,50
0,0,0,0,0
84,44,66,60,81
37,12,100,56,50
87,37,56,50,62
66,63,58,61,71
68,38,50,50,65
75,31,93,75,31
62,43,75,93,62
68,43,75,75,75
37,43,62,25,75
75,37,87,56,87
58,63,58,58,56
65,70,58,65,70
100,87,93,81,50
87,87,81,81,50
87,87,81,81,50
78,70,43,86,86
53,61,63,66,46
75,81,56,68,62
65,66,65,60,55
50,52,50,50,50
38,64,80,74,66
65,65,66,51,68
70,60,60,53,66
87,75,100,100,68
43,62,68,50,43
87,68,81,75,43
61,71,68,73,73
0,0,0,0,0
56,50,56,62,68
58,56,60,63,65
81,50,68,81,56
65,54,66,54,64
75,68,81,81,81
50,52,57,52,53
62,0,62,62,87
75,68,81,81,81
66,53,61,70,56
100,100,93,93,68
75,43,87,93,75
87,56,93,87,68
87,62,100,81,43
51,66,63,50,68
93,62,87,50,56
31,43,31,37,12
87,62,68,100,62
43,75,93,68,87
68,25,43,68,25
6,18,12,12,0
76,45,58,65,46
81,81,93,75,25
72,53,57,66,92
81,81,50,93,62
85,48,66,68,72
12,12,8,6,5
86,33,78,65,76
93,100,100,93,100
0,0,0,0,0
5,6,0,0,0
100,100,81,25,75
61,60,65,74,76
43,75,43,81,56
68,43,81,56,56
74,44,77,61,64
80,41,53,66,70
80,74,69,74,69
87,87,75,93,50
87,56,56,87,62
58,61,66,53,48
6,3,0,0,0
65,90,70,51,55
44,68,64,74,82
0,0,0,0,0
58,65,70,66,76
77,66,60,62,81
40,68,82,74,68
11,11,5,6,5
87,31,87,75,81
0,0,0,0,0
50,75,75,87,50
86,73,73,84,80
87,75,43,81,6
0,0,0,0,0
68,37,50,68,18
42,61,74,77,76
68,56,75,81,37
5,5,0,0,0
0,0,0,0,0
87,50,62,87,75
100,100,68,93,56
100,68,81,25,68
12,6,12,0,0
100,68,81,25,68
48,78,76,58,61
58,41,66,66,75
0,0,0,0,0
62,37,62,87,62
75,68,61,55,78
21,20,18,14,16
64,64,65,74,74
64,64,65,74,74
62,87,75,87,56
100,100,75,100,75
100,81,25,31,37
75,62,50,56,31
100,100,62,62,25
74,58,62,54,58
81,75,50,12,31
0,0,0,0,0
46,75,63,55,61
75,25,43,93,37
0,0,0,0,0
43,62,93,62,43
0,0,0,0,0
53,80,68,81,91
76,70,88,68,72
76,60,58,54,74
56,75,75,81,93
37,31,31,12,18
4,0,0,0,0
81,81,87,93,81
56,63,68,58,65
93,56,87,75,56
25,25,25,25,0
62,56,81,75,31
5,5,5,6,0
68,62,93,87,75
81,31,62,68,56
68,56,75,75,68
87,93,50,68,25
0,0,0,0,0
75,43,68,43,87
81,64,81,74,81
0,0,0,0,0
87,31,43,68,87
0,0,0,0,0
75,68,75,68,62
68,31,68,68,50
56,12,68,75,81
81,25,81,93,81
37,0,50,81,68
49,60,62,84,64
77,58,81,80,70
93,100,75,68,81
56,70,60,71,78
25,31,68,50,37
85,65,85,65,49
100,43,87,81,93
65,69,70,54,56
100,62,81,68,18
0,0,0,0,0
0,0,0,0,0
43,43,87,43,87
87,62,68,68,81
100,50,75,100,43
62,68,81,62,68
5,0,0,0,0
87,68,50,56,93
93,75,62,68,62
65,56,74,62,58
100,75,75,50,6
87,68,68,75,62
87,68,56,75,62
43,50,81,43,93
62,50,68,100,68
75,75,75,87,100
37,0,62,56,56
23,23,20,23,21
87,87,100,75,81
50,50,56,81,62
81,68,81,87,43
43,50,75,87,75
93,50,62,81,56
64,49,77,66,68
1,6,5,0,0
50,37,37,37,18
93,75,68,87,37
51,76,71,68,83
0,0,0,0,0
81,18,68,25,50
88,57,81,54,58
100,43,93,37,25
66,69,68,69,73
62,50,75,25,75
80,77,85,82,69
56,55,58,56,76
75,75,81,68,68
81,68,50,81,31
0,0,0,0,0
65,53,68,58,73
0,0,0,0,0
100,68,75,62,62
73,50,53,46,43
62,77,85,45,72
43,87,75,75,75
25,25,25,0,0
50,81,81,18,43
56,68,75,81,37
100,50,68,31,25
87,81,81,62,37
18,28,21,30,30
12,6,18,6,12
100,100,100,93,93
61,70,66,51,71
100,43,81,87,43
3,0,0,0,0
100,87,93,68,25
81,60,71,51,80
87,68,75,81,50
93,54,81,68,68
75,81,87,87,56
25,62,75,68,93
81,65,65,58,33
70,71,71,63,76
45,66,74,72,64
100,75,50,81,75
100,100,100,100,100
93,75,62,68,81
0,0,0,0,0
55,76,80,70,55
81,50,81,25,93
93,75,68,56,37
55,76,80,70,55
0,0,0,0,0
56,56,68,68,6
37,87,68,87,68
62,37,43,56,56
54,65,69,66,70
100,100,81,87,31
68,31,87,43,100
75,87,81,87,43
93,56,87,87,81
68,56,75,18,87
75,18,37,50,12
0,0,0,0,0
31,50,75,31,75
75,68,50,75,75
75,100,93,100,100
50,56,100,31,75
87,68,25,62,0
56,43,87,75,75
93,56,100,56,25
12,25,12,12,0
25,0,12,12,12
85,45,63,55,45
25,0,12,12,12
81,87,50,75,56
68,37,75,50,37
61,78,85,53,57
68,68,62,68,43
18,12,13,13,13
16,26,23,21,15
81,81,81,87,81
62,50,81,93,62
75,75,56,75,31
100,62,62,93,12
37,43,56,31,12
0,0,0,0,0
43,62,50,43,56
41,83,61,76,88
0,0,0,0,0
93,50,68,62,50
58,56,61,51,65
62,43,81,62,68
56,75,62,62,62
0,0,0,0,0
87,68,56,81,50
75,56,87,62,81
25,0,25,12,6
45,80,73,68,90
0,0,0,0,0
80,46,70,73,51
93,100,87,93,50
93,68,68,100,75
0,0,0,0,0
43,37,18,37,31
45,55,65,66,70
0,0,0,0,0
75,62,75,87,68
75,43,75,62,56
78,56,70,82,78
0,0,0,0,0
75,37,93,75,50
81,31,93,62,50
0,0,0,0,0
87,62,31,68,37
8,9,5,5,5
93,56,81,37,93
81,50,75,75,62
37,12,75,81,43
56,12,18,75,56
58,73,66,63,71
75,62,75,81,37
6,1,0,0,0
87,37,87,87,37
0,0,0,0,0
10,5,5,5,5
93,37,87,81,62
87,43,75,43,25
70,53,63,71,71
0,0,0,0,0
100,100,100,100,100
87,62,43,75,50
100,100,100,100,100
73,75,55,46,73
57,54,60,61,74
0,0,0,0,0
0,0,0,0,0
56,68,37,56,50
35,33,33,33,31
87,31,81,37,62
75,93,81,81,25
0,0,0,0,0
87,87,87,87,87
62,62,62,56,56
43,50,43,75,68
56,54,58,66,69
0,0,0,0,0
60,66,73,71,71
0,0,0,0,0
8,5,5,5,2
54,73,81,80,52
100,100,100,100,100
25,37,12,25,6
56,56,68,81,31
100,100,81,31,18
62,18,43,93,62
75,43,81,87,75
93,37,75,37,50
16,18,6,11,13
87,43,62,81,50
81,56,75,87,68
0,0,0,0,0
68,43,62,68,37
81,37,56,75,37
43,25,100,62,87
43,53,78,63,85
83,63,76,60,65
81,37,75,62,31
87,87,56,75,37
75,75,75,81,50
50,18,75,100,50
12,6,12,0,0
25,25,12,12,6
6,12,37,50,25
87,62,62,100,50
81,18,37,50,62
51,61,65,68,70
100,93,100,87,100
12,12,12,0,0
66,70,63,66,56
56,43,56,62,50
13,8,8,11,11
100,100,100,100,100
87,18,81,87,43
57,34,49,49,42
43,75,50,68,43
31,68,56,68,37
50,56,37,43,68
25,87,75,87,43
87,62,50,62,81
50,75,56,62,87
100,100,100,100,100
48,68,84,54,61
68,75,68,56,81
68,68,87,75,43
81,75,62,81,56
50,37,75,75,43
62,81,31,62,75
84,34,68,54,72
93,93,100,75,100
65,72,80,82,77
45,93,60,95,90
68,72,72,64,64
62,50,68,93,31
